EBF1	0.000804767
BLNK	0.000720999
CD19	0.000664113
WFS1	0.000651960
PAX5	0.000579245
MMP11	0.000528208
MED12L	0.000523359
NPR1	0.000517897
TCL1A	0.000505547
CD79B	0.000483264
CD72	0.000464467
CYGB	0.000460958
S100A16	0.000455003
CPAMD8	0.000449708
KAZALD1	0.000444580
AREG	0.000444334
MACROD2	0.000442519
ZNF423	0.000435364
CNN3	0.000433547
MYRIP	0.000432958
COL5A1	0.000417942
ZCCHC7	0.000416097
LRRC3B	0.000405657
BCL6B	0.000402027
SLC41A1	0.000385823
CACNA1A	0.000383926
RGS16	0.000364889
ST8SIA5	0.000361955
PCDH9	0.000359591
CD7	0.000355462
RAPGEF3	0.000343490
CD22	0.000343490
NAV1	0.000336781
CORO2B	0.000328408
CMTM8	0.000323152
HRK	0.000319917
DIP2C	0.000314562
PSD3	0.000314302
AP1B1	0.000312938
CHRNB4	0.000312671
NPTX1	0.000312222
DIPK1C	0.000311117
OR6J1	0.000309084
PDZD7	0.000299340
BMP3	0.000299340
LAMP5	0.000297429
RPH3AL	0.000296854
ZNF556	0.000296819
TIAM2	0.000294116
XIRP1	0.000291137
SUN1	0.000290720
GREM1	0.000290584
GNAZ	0.000287239
KCNK12	0.000284920
DDR1	0.000284026
DLGAP3	0.000282178
MYO7B	0.000281594
NTNG1	0.000281109
SCN4A	0.000277681
GLUL	0.000276865
USP28	0.000275650
NEIL1	0.000275202
CD3D	0.000274616
SLC7A11	0.000273688
CECR2	0.000270888
S100B	0.000268696
PCBP4	0.000268652
NGFR	0.000268652
DUSP26	0.000265926
EPHA7	0.000263137
NRXN3	0.000260505
TNFRSF13C	0.000258105
THRB	0.000257303
ABCG5	0.000257070
GNAI1	0.000256600
ZNF385D	0.000256248
PTK2	0.000252589
PMP22	0.000250027
BACH2	0.000247457
HTRA3	0.000244401
RAB33A	0.000235171
HECW1	0.000230969
MET	0.000229284
MX1	0.000228026
DEPP1	0.000227975
MYLK	0.000226613
CLGN	0.000225993
CHN2	0.000225993
