ENSG00000000005	0.004969723
ENSG00000061656	0.00401236
ENSG00000099968	0.003113307
ENSG00000104765	0.002929188
ENSG00000105383	0.002884986
ENSG00000114455	0.002857938
ENSG00000124103	0.002837706
ENSG00000139637	0.002739386
ENSG00000150337	0.002646527
ENSG00000157613	0.002615139
ENSG00000163472	0.002615139
ENSG00000167741	0.002492541
ENSG00000169379	0.002481175
ENSG00000176171	0.002400695
ENSG00000181754	0.002341054
ENSG00000184988	0.002271817
ENSG00000242019	0.002257002
ENSG00000000419	0.002167199
ENSG00000106511	0.002126196
ENSG00000151790	0.002123344
ENSG00000000457	0.002107269
ENSG00000034713	0.002080617
ENSG00000100348	0.001967472
ENSG00000139112	0.001908815
ENSG00000162624	0.001838704
ENSG00000198420	0.001779931
ENSG00000000460	0.001778938
ENSG00000149380	0.001744687
ENSG00000001036	0.001744282
ENSG00000085741	0.001738103
ENSG00000105576	0.001730704
ENSG00000105991	0.001667654
ENSG00000108256	0.001667392
ENSG00000127445	0.001659799
ENSG00000138867	0.001650468
ENSG00000186226	0.001609694
ENSG00000186844	0.001598433
ENSG00000187170	0.001578137
ENSG00000188730	0.001558893
ENSG00000196224	0.001519412
ENSG00000196734	0.001516703
ENSG00000205867	0.001513131
ENSG00000213416	0.001482238
ENSG00000215455	0.001480409
ENSG00000001167	0.001459551
ENSG00000062725	0.001457417
ENSG00000066136	0.001447175
ENSG00000101266	0.001442408
ENSG00000120837	0.001422595
ENSG00000124788	0.001407033
ENSG00000135482	0.001405295
ENSG00000136451	0.001405217
ENSG00000143190	0.001365852
ENSG00000143442	0.001362136
ENSG00000146963	0.001351176
ENSG00000161202	0.001347809
ENSG00000165417	0.001341536
ENSG00000172530	0.001333026
ENSG00000198218	0.001327241
ENSG00000198258	0.001277963
ENSG00000001461	0.00125805
ENSG00000101363	0.001236359
ENSG00000105369	0.001235673
ENSG00000137210	0.001231663
ENSG00000158813	0.001227975
ENSG00000160131	0.001226113
ENSG00000164294	0.001204286
ENSG00000168958	0.001196097
ENSG00000185883	0.001185531
ENSG00000265107	0.001181764
ENSG00000001561	0.001174187
ENSG00000105677	0.001166425
ENSG00000139644	0.001166215
ENSG00000001631	0.001162414
ENSG00000078140	0.001157842
ENSG00000002016	0.001142462
ENSG00000005102	0.001141029
ENSG00000102753	0.001134913
ENSG00000173846	0.00113431
ENSG00000196092	0.001133464
ENSG00000196911	0.001127523
ENSG00000272886	0.001123937
ENSG00000278023	0.001120575
ENSG00000002330	0.00111957
ENSG00000077522	0.001117619
ENSG00000094796	0.001112087
ENSG00000129473	0.001110204
ENSG00000171552	0.001103836
ENSG00000175793	0.001096663
ENSG00000182944	0.001096262
ENSG00000002549	0.001095704
ENSG00000065029	0.001086428
ENSG00000084764	0.001080779
ENSG00000094916	0.001072542
ENSG00000117461	0.001071134
ENSG00000122565	0.001063883
ENSG00000150773	0.001053268
ENSG00000158773	0.00104968
ENSG00000159840	0.001033139
ENSG00000002586	0.001029232
ENSG00000135018	0.001027377
ENSG00000002726	0.001019731
ENSG00000151923	0.001018339
ENSG00000156795	0.001013646
ENSG00000160973	0.001011451
ENSG00000162144	0.001010352
ENSG00000164438	0.001009949
ENSG00000166831	0.000995169
ENSG00000183283	0.000994174
ENSG00000183640	0.000993079
ENSG00000002746	0.000987859
ENSG00000148704	0.000981119
ENSG00000002822	0.000973607
ENSG00000012779	0.000972205
ENSG00000048540	0.000967216
ENSG00000057663	0.000964827
ENSG00000068394	0.00096455
ENSG00000072201	0.000962065
ENSG00000078114	0.000956444
ENSG00000083535	0.000954551
ENSG00000088727	0.00094973
ENSG00000101004	0.00094112
ENSG00000103528	0.000940444
ENSG00000105248	0.000939582
ENSG00000105401	0.000934298
ENSG00000105617	0.000919981
ENSG00000112130	0.000919015
ENSG00000114019	0.000918553
ENSG00000117266	0.000916881
ENSG00000119862	0.000902825
ENSG00000120498	0.000900801
ENSG00000121297	0.000895871
ENSG00000129084	0.000895003
ENSG00000131375	0.000894217
ENSG00000134207	0.000893396
ENSG00000135655	0.000887809
ENSG00000135951	0.00088398
ENSG00000137699	0.00088049
ENSG00000137822	0.0008802
ENSG00000140259	0.000873271
ENSG00000140416	0.000872034
ENSG00000140987	0.000864625
ENSG00000141013	0.000864581
ENSG00000143549	0.000864205
ENSG00000146112	0.000857086
ENSG00000147140	0.000856806
ENSG00000152240	0.000856795
ENSG00000152404	0.000856058
ENSG00000157514	0.000848801
ENSG00000158480	0.000841492
ENSG00000163071	0.000839323
ENSG00000164109	0.000833717
ENSG00000166170	0.000831415
ENSG00000166407	0.000825111
ENSG00000171847	0.000818636
ENSG00000176155	0.000818396
ENSG00000185264	0.000817445
ENSG00000185519	0.00081595
ENSG00000204536	0.000811997
ENSG00000002834	0.000810755
ENSG00000054965	0.000810549
ENSG00000062822	0.00081052
ENSG00000064218	0.00080953
ENSG00000064835	0.000808707
ENSG00000064999	0.000808263
ENSG00000069011	0.000808161
ENSG00000070808	0.000808065
ENSG00000071539	0.000804274
ENSG00000078328	0.000803129
ENSG00000085872	0.00080266
ENSG00000091073	0.000802595
ENSG00000100167	0.000802275
ENSG00000100567	0.000801732
ENSG00000102898	0.000794634
ENSG00000103043	0.000787564
ENSG00000104427	0.000787374
ENSG00000104973	0.000787358
ENSG00000107816	0.000785405
ENSG00000108255	0.000785218
ENSG00000111077	0.000782906
ENSG00000112559	0.000781312
ENSG00000114354	0.000780322
ENSG00000115507	0.00077949
ENSG00000124827	0.000779261
ENSG00000125409	0.000772134
ENSG00000127054	0.000770817
ENSG00000129245	0.000769841
ENSG00000130762	0.000765639
ENSG00000131721	0.000764775
ENSG00000131931	0.000764642
ENSG00000134107	0.000763805
ENSG00000136158	0.000763805
ENSG00000137075	0.000763805
ENSG00000137098	0.000763805
ENSG00000140320	0.000763805
ENSG00000143013	0.000763688
ENSG00000149658	0.000759373
ENSG00000152102	0.000758683
ENSG00000152430	0.000756512
ENSG00000153060	0.000755884
ENSG00000156735	0.000750818
ENSG00000157110	0.000748547
ENSG00000161992	0.000748093
ENSG00000162148	0.000746616
ENSG00000162881	0.00074223
ENSG00000162924	0.000741629
ENSG00000163060	0.000740936
ENSG00000163499	0.000738898
ENSG00000167110	0.000733629
ENSG00000167123	0.000733594
ENSG00000167615	0.000733117
ENSG00000167889	0.000732097
ENSG00000167987	0.000732097
ENSG00000169813	0.000726056
ENSG00000174279	0.000725967
ENSG00000175294	0.000725605
ENSG00000176105	0.000723917
ENSG00000176125	0.000718756
ENSG00000177613	0.000718368
ENSG00000179455	0.000718118
ENSG00000179933	0.000717986
ENSG00000183230	0.000717616
ENSG00000183386	0.000717484
ENSG00000185359	0.00071745
ENSG00000186153	0.000716147
ENSG00000186925	0.000708018
ENSG00000186930	0.000703812
ENSG00000186967	0.000702839
ENSG00000187766	0.000702797
ENSG00000188021	0.000702645
ENSG00000188313	0.000702434
ENSG00000188493	0.000701527
ENSG00000188747	0.000700394
ENSG00000196628	0.000695002
ENSG00000196843	0.000694185
ENSG00000197191	0.000694075
ENSG00000197683	0.000693034
ENSG00000198844	0.000687071
ENSG00000204713	0.00068691
ENSG00000204918	0.000685846
ENSG00000204919	0.00068068
ENSG00000206052	0.000680358
ENSG00000206538	0.000679564
ENSG00000212899	0.000678998
ENSG00000212900	0.000678879
ENSG00000212933	0.000670977
ENSG00000213588	0.00066513
ENSG00000227151	0.000664575
ENSG00000229665	0.000664128
ENSG00000234278	0.000664054
ENSG00000244025	0.000664012
ENSG00000244537	0.00066397
ENSG00000269190	0.000663839
ENSG00000002919	0.000662818
ENSG00000004838	0.000661807
ENSG00000105404	0.000656126
ENSG00000115255	0.000656042
ENSG00000115593	0.000655988
ENSG00000123119	0.000655596
ENSG00000143499	0.000654404
ENSG00000168070	0.000648657
ENSG00000170540	0.000648461
ENSG00000174851	0.000641928
ENSG00000177519	0.000641306
ENSG00000002933	0.000640765
ENSG00000090661	0.000640709
ENSG00000106565	0.000640186
ENSG00000113845	0.000633249
ENSG00000122033	0.000632703
ENSG00000135052	0.00063267
ENSG00000141699	0.000632468
ENSG00000145284	0.000632134
ENSG00000148110	0.00063188
ENSG00000164626	0.00062574
ENSG00000166224	0.000625212
ENSG00000213593	0.000625135
ENSG00000003056	0.000624784
ENSG00000081721	0.000624699
ENSG00000126777	0.000618286
ENSG00000166002	0.000618028
ENSG00000171840	0.000617922
ENSG00000196329	0.000617769
ENSG00000003147	0.000617378
ENSG00000024862	0.000617066
ENSG00000071655	0.000616968
ENSG00000104388	0.000616266
ENSG00000129472	0.000609693
ENSG00000168395	0.000609552
ENSG00000003400	0.000609549
ENSG00000101966	0.000608365
ENSG00000003402	0.00060264
ENSG00000056558	0.00060264
ENSG00000003756	0.00060224
ENSG00000103150	0.000602173
ENSG00000003987	0.000601753
ENSG00000104643	0.000601283
ENSG00000134480	0.000600983
ENSG00000004059	0.000600403
ENSG00000132744	0.000595079
ENSG00000178498	0.000594585
ENSG00000004142	0.000594553
ENSG00000023330	0.000594523
ENSG00000080572	0.000594394
ENSG00000106153	0.000594387
ENSG00000132938	0.000593067
ENSG00000177674	0.000586723
ENSG00000004399	0.000586561
ENSG00000120075	0.000586452
ENSG00000004478	0.000585704
ENSG00000174842	0.000584994
ENSG00000004487	0.000584864
ENSG00000051128	0.000579806
ENSG00000061337	0.000578899
ENSG00000076604	0.000577383
ENSG00000100065	0.000577375
ENSG00000100109	0.000577353
ENSG00000101624	0.000571872
ENSG00000103154	0.000571758
ENSG00000103852	0.000571643
ENSG00000104892	0.000571283
ENSG00000104964	0.000570893
ENSG00000105717	0.000570567
ENSG00000110330	0.000570413
ENSG00000116044	0.000570359
ENSG00000117625	0.000564179
ENSG00000118194	0.000564046
ENSG00000120860	0.000563812
ENSG00000121058	0.000563524
ENSG00000123349	0.000563135
ENSG00000123609	0.000562971
ENSG00000131738	0.000562928
ENSG00000136997	0.000562829
ENSG00000138100	0.000562436
ENSG00000139722	0.000562037
ENSG00000140481	0.000555951
ENSG00000140859	0.000555738
ENSG00000141425	0.000555617
ENSG00000143514	0.000554144
ENSG00000148572	0.000554111
ENSG00000151575	0.000549738
ENSG00000153179	0.000548811
ENSG00000154127	0.000548755
ENSG00000159289	0.000548666
ENSG00000163126	0.000548329
ENSG00000163611	0.000548312
ENSG00000164304	0.000548268
ENSG00000165669	0.000548146
ENSG00000165916	0.000548142
ENSG00000166037	0.000547998
ENSG00000166860	0.000547992
ENSG00000169758	0.000547954
ENSG00000170264	0.000547729
ENSG00000171346	0.000547094
ENSG00000171360	0.00054705
ENSG00000175455	0.00054667
ENSG00000179562	0.000546618
ENSG00000182473	0.000546567
ENSG00000196859	0.000541083
ENSG00000197079	0.000541056
ENSG00000204599	0.000540925
ENSG00000204889	0.000540908
ENSG00000214717	0.000540676
ENSG00000234616	0.000540488
ENSG00000273136	0.000540401
ENSG00000004534	0.000540359
ENSG00000166974	0.000540341
ENSG00000254772	0.0005401
ENSG00000004777	0.000538851
ENSG00000004779	0.000533566
ENSG00000075420	0.000533005
ENSG00000104147	0.000532681
ENSG00000104756	0.000532662
ENSG00000105327	0.000532634
ENSG00000106263	0.000532617
ENSG00000106459	0.000532571
ENSG00000119705	0.000532325
ENSG00000119725	0.000532254
ENSG00000124191	0.00053165
ENSG00000135363	0.000527814
ENSG00000139714	0.000526105
ENSG00000141965	0.000525936
ENSG00000157429	0.000524983
ENSG00000159214	0.00052443
ENSG00000160972	0.00052443
ENSG00000167272	0.00052443
ENSG00000172273	0.000524373
ENSG00000184515	0.000523935
ENSG00000185869	0.000523904
ENSG00000214309	0.000523648
ENSG00000242689	0.000523286
ENSG00000248746	0.000517838
ENSG00000004799	0.000517714
ENSG00000175895	0.000517557
